stockid,name,manufacturer,model,serialid,inspection_date,installation_date,service_date,last_results
2108,v-amat & aerolet,spahn reha,v-amat & aerolet,814917/5651,2016-03-09,2008-06-17,2017-09-29,29/9/16 thorough service carried out
2109,vamat & aerolet,spahn reha,vamat & aerolet,814918/5662,,2008-06-17,2017-09-29,29/9/16 ruiri did thorough service
2110,hoist,guldmann,gh2,120001-1014-2007,,2007-02-15,2018-03-20,20/03/2017 thorough service carried out and new pc board fitted
2111,hoist,guldmann,gh2,120001-3471-2010,,2010-10-12,2014-06-18,
2112,hoist,guldmann,gh2,120001-1837-2008,,2008-04-09,2013-06-01,
2113,hoist,guldmann,gh2f,120001F-1060-2008,,2008-04-09,2014-06-18,
2114,hoist,guldmann,gh1,54404,,2014-09-12,2015-09-12,12/09/2014 mariusz installed 5m x 4m room cover on one wall profile
2116,changing table,ropox,180 cm,,,2008-02-11,,1/9/2015 Sarah Hynes advised they no longer have this changing bench.
2117,hoist,guldmann,gh2-dc,120001-3972-2006,,2006-12-09,2011-10-14,
2118,hoist,guldmann,gh2,sn 0573,,2006-11-07,2013-07-25,
2119,hoist,guldmann,gh2,120001-1767-2006,,2006-11-07,2014-04-24,
2120,pool side hoist,beka,pool,3810L10068,,2010-09-30,2014-10-30,
2121,bathtub,beka,k2,0158.0507,,,2010-02-26,
2124,bathtub,beka,k3,032529.10,,2011-02-23,2012-02-23,
2122,hoist,guldmann,gh2,120001-3681-2003,,2003-12-05,2015-02-10,
2123,hoist,guldmann,gh2,120001-3683-2003,,2003-12-05,2015-02-10,
2128,hoist,guldmann,gh2,120001-2635-2004,,2004-10-12,2018-01-24,24/01/2017 krsytoff carried out full service
2129,hoist,guldmann,gh2,120001-2634-2004,,2004-10-13,2018-01-24,24/1/17 krystoff carried out full service and replaced handset
2127,hoist,guldmann,gh2,2616,,2012-11-20,2016-12-01,020/6/2016 inspection carried out by Ian
2130,hoist,guldmann,gh2,120001-1319-2008,,2008-01-30,2016-09-01,01/09/2015 thorough service carried out by ruiri
2131,hoist,guldmann,gh2,120001-1318-2008,,2008-01-30,2016-09-01,01/09/2015 Ruiri carried out full service.
2132,hoist,guldmann,gh2,120001-2682-2004,2017-06-24,2004-10-29,2018-01-24,24/1/2017service carried out by krstyoff and replaced handset and pc board
2133,hoist,guldmann,gh2,120001-3846-2005,,2006-01-31,2018-01-24,24/01/2017 thorough service carried out by krsytoff
2134,hoist,guldmann,"gh1 onto own rail,",00 00 00 6555,,2017-03-03,2018-03-03,3/3/17 Kyrstoff and Tom installed system
2135,hoist,guldmann,gh2,120001-4663-2007,2016-10-08,2008-08-19,2018-03-03,03/03/17 Service done by Tom.
2136,hoist,guldmann,gh2,120001-1254-2008,2016-10-08,2008-08-19,2018-04-03,03/014/17 Serviced done by Tom.
2137,hoist,guldmann,gh2,120001-3632-2008,2016-10-08,2008-09-02,2018-03-03,03/03/17 Serviced done by Tom. PCBoard and 2 batteries replaced.
2138,hoist,guldmann,gh2,120001-3965-2008,2016-10-08,2008-09-02,2018-03-03,03/03/17 Service done by Tom.
2139,hoist,guldmann,gh1,00 00 00 3340,2016-10-08,2017-02-23,2018-02-23,23/2/17 kyrstoff and tom installed system
2140,hoist,guldmann,gh1,00 00 00 6556,2016-10-08,2017-02-23,2018-02-23,23/2/17 kyrstoff and tom installed system
2141,screen,silentia,silentia,screen,,,2016-06-09,9/3/2016 screens repositioned and refixed
2142,hoist,guldmann,gh1 onto 5x3,00 00 00 6558,,2017-03-03,2018-03-03,3/3/17 Kyrstoff and Tom installed system
2143,hoist,guldmann,gh1 onto 5x3,00 00 00 6557,,2017-03-03,2018-03-03,3/3/17 Kyrstoff and Tom installed system
2144,hoist,guldmann,gh2,120001-4797-2007,2016-10-08,2008-01-14,2018-03-03,03/03/17 service done by Tom.
2145,hoist,guldmann,gh2,120001-2186-2008,,2008-09-19,2017-12-14,14/12/16full service carried out by krystoff
2152,hoist,guldmann,gh2-dc,120001-4207-2007,,2007-12-13,2012-07-18,
2146,hoist,guldmann,gh3 200-110-0000,17681,,2014-05-22,2015-05-22,
2147,hoist,guldmann,gh2-dc,120001-2523-2009,,2009-11-19,2012-07-18,
2148,hoist,guldmann,gh2-dc,120001-4206-2007,,2007-12-13,2012-07-18,
2150,screens,,nightingale,"033-2011, 034-2011, 035-2011, 036-2011",,2010-12-16,2011-12-15,
2151,hoist,guldmann,gh1,TBA,,2013-10-15,2014-10-15,
2153,hoist,guldmann,gh2,120001-4755-2006,,2006-03-01,2012-07-18,
2154,hoist,guldmann,gh2,120001-4756-2006,,2006-03-01,2012-07-18,04/06/2016 hoist thoroughly checked  - hospital were advised to add asdditional brackets by competition
2155,hoist,guldmann,gh2 f,120001-4478-2006,,2006-03-01,2011-12-15,
2156,hoist,guldmann,gh2 f,120001-1196-2007,,2007-03-01,2012-07-18,
2157,hoist,guldmann,gh2-dc,120001-4208-2007,,2007-12-14,2012-07-18,
2158,hoist,guldmann,gh3 200-110-0000,15646,,2010-12-16,2012-07-18,
2149,bed,wi-bo,sentida carisma,2016017506-0001,,2016-10-13,2017-10-13,13/10/16 Delivery of New bed and mattress -
2159,hoist,guldmann,gh3 on 3m straight,24941,,2016-03-08,2017-03-08,8/3/16 Ian and Kristoff installed hoist
2160,hoist,guldmann,gh2,120001-1803-2004,,2004-07-13,2015-11-28,28/11/14 full service carried out by Mariusz
2165,hoist,guldmann,gh2,120001-2093-2004,,2004-09-14,2015-11-28,12/08/2015 John replaced handset
2162,hoist,guldmann,gh2-dc,120001-2059-2004,,2004-12-20,2015-11-28,28/11/14 full service carried out by Mariuz
2164,hoist,guldmann,gh2-dc,120001-3027-2004,,2004-12-20,2015-11-28,28/11/14 full service carried out by mariusz
2166,hoist,guldmann,gh2,120001-2977-2004,,2004-12-20,2015-11-28,28/11/14 full service carried out by Mariusz
2168,hoist,guldmann,gh2,120001-2976-2004,,2004-12-20,2014-04-30,
2163,hoist,guldmann,gh2-dc,120001-2595-2007,,2007-06-18,2015-11-28,28/11/14 full service carried out by Mariusz
2167,hoist,guldmann,gh2-dc,120001-2409- 2007,,2007-06-18,2015-11-28,28/11/14 full service carried out by mariusz
2169,hoist,guldmann,gh2-dc,120001-3030-2004,,2004-12-20,2015-11-28,28/11/14 full service carried out by Mariusz
2161,screens,silentia,"15 sec. h1.85, l 3.75",screens,,2008-04-30,2017-03-08,"23/9/16 Ian fixed and replaced broken screens, replaced a 5x14 panel"
2175,privacy screen 7 panel,eganmed,nightingale,,,2017-01-18,2018-01-18,18/1/17 kyrstoff and tom installed screen 7 panel
2182,bathtub,beka,k2,0204.11.08,,2008-05-19,2017-08-10,10/8/16 thorough service carried out on bath by Ian
2186,hoist,guldmann,gh2,120001-1206-2006,,2006-08-18,2011-09-06,
2181,hoist,guldmann,gl3,0082-1002,,2004-10-26,2011-09-05,
2185,hoist,guldmann,gl3,0666-0102,,2004-10-26,2009-03-25,
2184,hoist,guldmann,gl3,0067-0302,,2004-10-26,2011-09-05,
2188,hoist,guldmann,gh2-dc,120001-2509-2005,,2005-09-04,2013-12-19,
2189,hoist,guldmann,pontus gh2-dc,120001-3857-2005,,2005-11-22,2011-01-25,
2176,bathtub,beka,k2,0161.07.07,,,2017-08-10,02/05/17 repaired bath by Krzys. Replaced Turning knob mechanism.
2183,hoist,guldmann,gl3,1343-2007,,2008-05-28,2011-06-22,
2187,hoist,guldmann,gh2-dc,120001-1250-2007,,2007-02-24,2011-01-25,
2190,hoist,guldmann,gh2,120001-4118-2007,,2007-11-01,2011-01-25,
2191,bathtub,beka,k2 spa,0215-18-08,,2007-03-12,2017-08-10,14/12/16  repair bath and replace spa display
2177,bathtub,beka,k2 spa,0317-2510,,2010-07-09,2017-08-10,10/8/16 thorough service and new hand control fitted by ian
2178,hoist,guldmann,gh2,120001-3493-2010,,2010-09-06,2015-06-30,
2179,hoist,guldmann,gh2,120001-3470-2010,,2010-10-21,2011-10-20,
2180,bathtub,beka,k2,0216.27.08,,2010-07-09,2017-08-10,5/10/2016 thermostat relpalced by krystoff
2193,screen,eganmed,nightingale 12 section,,,2011-05-27,2011-05-26,
2194,screen,eganmed,nightingale 12 section,,,2011-05-27,2011-05-26,
2196,v-amat,spahn reha,vamat,1C7585,,2016-07-07,2017-07-07,10/11/16 krystoff commissioned VAMAT
2199,hoist,guldmann,gh2-dc,120001-4197-2006,,2007-07-30,2009-07-08,
2200,hoist,guldmann,gh2-dc,120001-5021-2006,,2007-07-30,2009-07-08,31/1/17 tom repaired hoist changed batteries and new pc board
2201,hoist,guldmann,gh2-dc,120001-5022-2006,,2007-07-30,2009-07-08,
2202,hoist,guldmann,gh2-dc,120001-5023-2006,,2007-07-30,2009-07-08,
2203,hoist,guldmann,gh2-dc,120001-5024-2006,,2007-07-30,2009-07-08,
2204,hoist,guldmann,gl3,xxx01,,2008-07-20,2009-10-08,
2205,hoist,guldmann,gl3,xxx01,,2008-07-20,2009-10-08,
2206,changing bench,ropox,vario,162 -1000,,2007-09-06,2008-09-06,
2207,hoist,guldmann,gh2,120001-4615-2006,,2007-09-06,2008-09-06,
2208,4m x 4m room cover,guldmann,gh1,32751,,2014-04-29,2015-04-29,
2213,hoist,guldmann,gh2,120001-1368-2005,,2005-07-21,2011-02-01,
2214,3.5m x 1.5m room cover,guldmann,gh1,56921,,2012-08-01,2016-12-02,02/12/2015 ian did a full service
2215,changing bench,ropox,pressalit  bench,,,2012-08-01,2015-09-03,Mariusz did thorough service on Pressalit Nursing Bench
2216,toilet,spahn reha,vamat,5705,,2008-07-18,2011-05-10,
2217,toilet,spahn reha,vamat,5725,,2008-07-18,2011-05-10,
2218,aqualine,ropox,160x88cm,N40-25526-7,,2008-07-18,2011-05-10,
2219,shower bed,ropox,aqualine,N40-255267,,2008-07-18,2011-05-10,
2220,guldmann hoist,guldmann,gh1,94943,,2012-12-21,2016-06-04,4/6/2015  Cover replaced and full service carried out.
2221,bath,beka,avero classic,0630.10.11,,2010-10-30,2014-10-30,
2222,hoist,guldmann,gh2 hd+2,120001-1084- 2007,,2007-05-01,2010-03-19,
2223,hoist,guldmann,gh2,120001-1886-2007,,2007-05-01,2010-03-19,
2225,hoist,guldmann,gh2 f,120001-99997 - 2007,,2007-05-01,2010-03-19,
2224,hoist,guldmann,gh2 f,120001-1056-2007,,2007-05-01,2010-03-19,
2226,hoist,guldmann,gh2 f,120001-99998 - 2007,,2007-05-01,2010-03-19,
2238,changing bench,ropox,vario,N41 0098,,2011-11-17,2012-11-16,
2241,hoist,guldmann,gh2,4371,,2009-04-30,2017-12-08,8/12/16 Ruiri carried out full service
2242,bath,beka,clara,,,2011-05-20,2012-05-19,
2244,changing bench,ropox,vario,0301 2005.10,,2005-10-03,2011-10-03,
2245,changing bench,ropox,vario,0012 2007.09,,2005-10-03,2011-10-03,
2247,hoist,guldmann,gh3 onto 4m x 4m,0000003130,,2017-01-12,2018-01-13,12/1/2017 Krystoff and Tom installed  system house no 33
2248,cura,cura seating,cura  chair,205350,,2014-07-01,,"1/4/16 Pauline does not want us calling re the servicing, all their servicing is done by HSE - HC21"
2249,chair,cura seating,cura,,,,,
2252,hoist,guldmann,gh2,120001-2708-2002-0,,2003-10-22,2008-07-05,
2257,hoist,guldmann,gh3 3x4,35969,,2016-09-08,2017-09-08,8/9/16 Ian and ruiri installed Gh3 onto 3x4 room cover
2258,mobile hoist,guldmann,gl2,2096,,,2016-02-24,Serviced by Scott 24/2/15 4 batteries required
2259,hoist,guldmann,gh2,2920,,2016-02-20,2017-06-15,11/5/2016 and 15/06/2016 Recycled hoist -re-install only and new liners required
2269,hoist ac,guldmann,4x2m room cover on midi rails,120001-3480-2007,,2008-08-01,2009-07-31,
2270,shower bed,ropox,aqualine 1.6m,,,2008-08-01,2009-07-31,
2260,hoist,guldmann,gh3,23931,,2016-01-12,2018-01-11,11/01/2017 thorough service carried out
2261,v-amat,spahn reha,vamat,,,2009-01-06,2010-01-05,Inv No. 8670.  Commission Vmatt 50.  No enough pressure under 1 bar. Colin
2262,hoist,guldmann,gh1,97943,,2015-09-08,2016-09-08,New installation - GH1 hoist onto 5m x 5m room cover installed by Ruiri and Ian
2263,flex step,liftup,flexstep,100424-2159,,2010-10-12,,
2264,mona nursing table,beka,mona 150 x 65 el,3510110902,,2010-09-10,2011-10-09,
2265,erfi system,erfi,erfi,,,2010-08-23,2011-08-22,
2266,hoist,guldmann,gh2,120001-1561-2010,,2010-08-23,2018-05-24,24/04/2017 Full service done by Krzys.
2267,v-amat,spahn reha,vamat,6353,,2010-07-06,2012-12-18,
2268,aerolet,economic holland,aerolet,1141484,,2010-07-06,2011-07-05,
2271,changing bench,ropox,vario,94 -1000,,2006-04-04,2007-04-04,
2272,bathtub,beka,k2,0285.38.09 - (0258 15 09),,2010-06-14,2014-07-23,08/01/2016 Bath Lever Repair
2273,screen,silentia,"15 sec. h1.85, l 3.75 (white)",SILENTIA,,2010-06-14,2011-06-14,
2274,changing bench,ropox,vario,40-0317,,2008-09-16,2017-04-07,02/05/2017 changing bench repaired. replace4 gas pivots ordered in previous visit.
2275,hoist,guldmann,gh2,120001-2185-2008,,2008-09-16,2018-03-15,15/3/2017 thorough service carried out
2276,erfi system,erfi,erfi,,,2011-02-02,2012-02-02,
2277,erfi system,,,,,2012-09-01,,
2278,hoist,guldmann,gh2,120001-0457-2004,,2004-02-24,2008-03-07,
2279,ropox kitchen units (and press),ropox,flexiframe,0041,2015-12-31,2006-11-09,2017-08-04,4/8/16 Secure presses in kitchen and flat plus thorough service on both
2280,bed,unknown,ramp masterpiece,0277012/400,,,2016-06-30,30/06/2015 John did thorough service
2281,hoist,guldmann,gh2-dc,120001-3785-2006,,2006-11-09,2017-08-04,4/8/16 thorough service carried out by Ruiri replaced batteries and transformer
2282,bed,unknown,flexi2,00550806,,,2017-08-04,4/8/16 thorough service carried out by Ruiri
2283,hoist,guldmann,gh2-dc,120001-3784-2006,2015-12-31,2006-11-09,2017-08-04,4/8/16 thorough service carried out by Ruiri
2311,gh1 hoist onto 9m x 4m room cover,guldmann,gh1,99354,,2016-01-07,2017-01-07,7/1/2016 Ruiri/Kazik completed the installation
2313,changing bench,ropox,vario,N41-4351,,2016-11-03,2017-11-03,3/11/16 Ruiri and Krystoff installed changing bench (for Ganson construction)
2314,hoist,guldmann,gh1 onto 4m x 3m room cover,30044,,2016-11-03,2017-11-03,3/11/16 ruiri and Krystoff installed system (for Ganson construction was our client)
2319,hoist,guldmann,gh2,120001-0529-2003,,2003-03-26,2016-09-29,14/3/17 replaced handset by krystoff
2317,v-amat,spahn reha,v-amat,3745,,2003-03-26,2012-06-09,
2315,erfi system,erfi,erfi,,,2009-08-20,2010-10-18,
2316,changing bench,unknown,bench,35271,,,2016-09-29,"14/03/17 Bench temporary fixed by Krzys as not ""our bench"" . fuse changed. Advised New handset needed."
2318,changing bench,ropox,bench,11 -1000,,2003-03-26,2006-03-24,
2321,bathtub,beka,k2,0294.46.09,,2010-04-29,,
2323,hoist,guldmann,gh2,120001-1417-2005,,2005-09-08,2006-09-08,
2324,kitchen,ropox,kitframe,30-67850-9,,2005-09-08,2006-09-08,
2322,bathtub,ropox,aqualine,61 -1000,,2005-09-08,2006-09-08,
2326,bed,wi-bo,sentida,2011081380-0029,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2327,bed,wi-bo,sentida,2011081380-0005,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2328,bed,wi-bo,sentida,2011081380-0028,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian  - replaced faulty handset with new one
2329,bed,wi-bo,sentida,2011081380-0003,,2014-08-07,2015-10-06,6/10/2015 - Thorough service carried out by Ian
2330,bed,wi-bo,sentida,2011081380-0006,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2331,bed,wi-bo,sentida,2011081380-0008,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2332,bed,wi-bo,sentida,2011081380-0011,,2014-08-07,2016-09-06,"06/09/2015 thorough service carried out by Ian, fault with connection for handcontrol, bed wont lift"
2333,bed,wi-bo,sentida,2011081380-0018,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian - new Handset required
2334,bed,wi-bo,sentida,2011081380-0022,,2014-08-07,2015-08-07,07/08/2014 Thorough service carried out -
2335,bed,wi-bo,sentida,2011081380-0023,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2336,bed,wi-bo,sentida,2011081380-0017,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian - new handset required
2337,bed,wi-bo,sentida,2011081380-0014,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2338,bed,wi-bo,sentida,2011081380-0010,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2339,bed,wi-bo,sentida,2011081380-0019,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2340,bed,wi-bo,sentida,2011081380-0012,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2341,bed,wi-bo,sentida,2011081380-0026,,2016-01-09,2016-09-06,08/01/2016 Repair Bed & New Handset Installed
2342,bed,wi-bo,sentida,2011081380-0013,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2343,bed,wi-bo,sentida,2011081380-0030,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian - replaced handset with new one
2344,bed,wi-bo,sentida,2011081380-0024,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2345,bed,wi-bo,sentida,2011081380-0002,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2346,bed,wi-bo,sentida,2011081380-0015,,2014-08-07,2016-09-06,08/01/2016 Checked bed recommended new cap for motor unit
2347,bed,wi-bo,sentida,2011081380-0025,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2348,bed,wi-bo,sentida,2011081380-0027,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2349,bed,wi-bo,sentida,2011081380-0021,,2014-08-07,2016-10-06,6/10/2015 full service carried out by ian
2350,bed,wi-bo,sentida,2011081380-0016,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2351,bed,wi-bo,sentida,2011081380-0004,,2014-08-07,2016-09-06,08/01/2016 Ian Replaced side guards with new
2352,bed,wi-bo,sentida,2011081380-0009,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2353,bed,wi-bo,sentida,2011081380-0001,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2354,bed,wi-bo,sentida,2011081380-0020,,2014-08-07,2016-09-06,08/01/2016 Repaired Bed / Tried to repair cap. Recommended new cap on main motor
2355,bed,wi-bo,sentida,2011081380-0007,,2014-08-07,2016-09-06,06/09/2015 thorough service carried out by Ian
2357,hoist,guldmann,gh2,120001-2781-2007,,2007-07-19,2008-07-19,
2359,bath,,bellantine,710-0904-0063,,,2014-09-23,
2360,mobile hoist,,invacare,,,,2015-04-15,
2363,hoist,guldmann,gh1,0000006554,,2017-02-28,2018-02-28,28/2/17 New GH1 hoist installed on existing rails - GH2 needed replacing - ..
2364,v-amat,spahn reha,v-amat,1C7561,,2015-07-01,2017-11-01,1/2/17 change unit and change serial no - still under warranty - no hot water
2365,hoist,guldmann,gh3,27418,,2014-06-25,2018-05-03,03/05/17 service done by Tom. 2nd visit to replace Pick up and fuse in transformer.
2366,hoist,guldmann,gh2-dc,120001-1226-2008,,2008-02-11,2017-07-27,"27/7/16 repaired hoist, needed transformer and batteries"
2367,shower bed,beka,160cm,211416562,,2014-06-25,2017-07-27,27/7/16 thorough service carried out
2368,overhead hoist,guldmann,gh2,xxx,,,2011-04-12,
2376,hoist,guldmann,mobile,MY- 0086 1103,,,2009-02-20,
2377,hoist,guldmann,gh2-dc,120001-2772-2004,,2004-12-07,2010-01-04,
2379,screens,silentia,13&15 sec,,,2008-04-12,,
2380,changing bench,ropox,"1,6 vario",0438,,2006-06-01,2011-05-04,
2381,hoist,guldmann,gh2-dc,120001-1802-2006,,2006-06-01,2011-05-04,
2382,hoist,guldmann,gh1 onto 3m x3m,552251,,2017-01-10,2018-01-10,10/1/17 kysrtoff and tom installed the system
2385,hoist,guldmann,gh2,120001-3178-2010,,2007-05-08,2018-01-17,17/1/17 thorough service carried out by krystoff and tom
2390,hoist,guldmann,gl150,117260-1101-2007,,2007-07-20,2016-04-15,15/4/2015 Thorough service carried out
2391,erfi system,erfi,erfi,,,2009-09-15,2011-09-14,
2395,hoist,guldmann,gh2,120001-2083-2004,,2004-09-06,2014-07-24,full service carried out  by Mariuz and batteries tested
2394,shower bed,ropox,aqualine,0058,,2004-09-06,2015-07-24,thorough service replace plastic and metal covers on the next service
2396,hoist,guldmann,mobile,MY 00801003,,2003-01-01,2011-02-02,
2393,shower trolley,beka,beka,3112111105,,2004-09-06,2015-07-24,"thorough service by Mariusz,"
2392,bench,huntleigh - competition,changing,530470,,2003-07-23,2015-07-24,"Thorough service, all ok, max load 180kg,"
2397,gh1,guldmann,5m straight track,17632,,2013-06-27,2018-01-23,23/1/2017 Thorough service carried out by krystoff
2398,bathtub,beka,k2,122 -1000,,2006-05-25,2007-05-25,
2399,hoist,guldmann,gh2-dc,120001-4483-2008,,2008-10-29,2016-07-27,full service carried out by Ian 27/7/15
2400,bed,unknown,bed,z0053348A,2016-01-27,,2016-07-27,full service carried out by Ian 27/7/15
2401,hoist,guldmann,gh2-dc,120001-4373-2008,2016-01-27,2008-10-29,2016-07-27,27/7/2015  - Serviced by Ian
2403,hoist,guldmann,gh2,120001-1247-2007,,2007-08-20,2014-04-17,NO SERVICING REQUIRED
2404,changing bench,ropox,bench,161 -1000,,2007-08-20,2011-03-10,NO SERVICING REQUIRED
2405,hoist,guldmann,gh2,120001-3462-2006,,2006-10-06,2013-05-04,
2406,hoist,guldmann,gh2,120001-3456-2006,,2006-10-06,2013-05-04,
2407,hoist,guldmann,gh2,120001-3851-2005,,2005-12-20,2009-01-16,
2409,hoist,guldmann,gl3,104 -1000,,2006-05-02,2007-05-02,
2410,hoist,guldmann,gl3,105 -1000,,2006-05-02,2007-05-02,
2411,hoist,guldmann,gh3+,42336,,2011-12-08,2014-09-25,
2412,hoist,guldmann,gh3+,42362,,2011-12-08,2014-09-25,
2413,hoist,guldmann,gh3+,42351,,2011-12-08,2014-09-25,
2414,hoist,guldmann,gh3+,42358,,2011-12-08,2014-09-25,
2417,hoist,guldmann,gh3+,42342,,2011-12-08,2014-09-25,
2418,hoist,guldmann,gh3+,42364,,2011-12-08,2014-09-25,
2419,hoist,guldmann,gh3+,42352,,2011-12-08,,20/01/14 removed locking pins for examination earlier now replacing them
2420,hoist,guldmann,gh3+,42355,,2011-12-08,2014-09-25,
2421,hoist,guldmann,gh3+,42361,,2011-12-08,2014-09-25,
2422,hoist,guldmann,gh3+,42366,,2011-12-08,2014-09-25,
2423,hoist,guldmann,gh3+,42348,,2011-12-08,2014-09-25,
2424,hoist,guldmann,gh3+,42335,,2011-12-08,2014-09-25,
2425,hoist,guldmann,gh3+,42337,,2011-12-08,2014-09-25,
2426,hoist,guldmann,gh3+,42338,,2011-12-08,2014-09-25,
2427,hoist,guldmann,gh3+,42374,,2011-12-08,2014-09-23,
2428,hoist,guldmann,gh3+,42378,,2011-12-08,2014-09-25,
2429,hoist,guldmann,gh3+,42347,,2011-12-08,2014-09-25,
2430,hoist,guldmann,gh3+,42340,,2011-12-08,2014-09-25,
2431,hoist,guldmann,gh3+,42353,,2011-12-08,2014-09-25,
2432,hoist,guldmann,gh3+,42350,,2011-12-08,2014-09-25,
2433,hoist,guldmann,gh3+,42354,,2011-12-08,2014-09-25,
2434,hoist,guldmann,gh3+,42349,,2011-12-08,2014-09-25,
2435,hoist,guldmann,gh3+,42341,,2011-12-08,2014-09-25,
2436,hoist,guldmann,gh3+,42377,,2011-12-08,2014-09-25,
2437,hoist,guldmann,gh3+,42357,,2011-12-08,2014-09-25,
2438,hoist,guldmann,gh3+,42372,,2011-12-08,2014-09-25,
2439,hoist,guldmann,gh3+,42346,,2011-12-08,2014-09-25,
2440,hoist,guldmann,gh3+,42343,,2011-12-08,2014-09-25,
2441,hoist,guldmann,gh3+,42379,,2011-12-08,2014-09-25,
2442,hoist,guldmann,gh3+,42375,,2011-12-08,2014-09-25,
